[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ORDO, code=99916), DiseaseCodeDTO(vocabulary=MONDO, code=0020542), DiseaseCodeDTO(vocabulary=UMLS, code=C5574973)]",malignant arrhenoblastoma of ovary,965.76825,"[DiseaseSynonymDTO(name=malignant arrhenoblastoma of ovary, isPTI=true), DiseaseSynonymDTO(name=malignant arrhenoblastoma of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Ovarian Sertoli-Leydig cell cancer, isPTI=false), DiseaseSynonymDTO(name=Ovarian malignant Sertoli-Leydig cell tumor, isPTI=false), DiseaseSynonymDTO(name=Arrhenoblastoma, isPTI=false), DiseaseSynonymDTO(name=Virilizing ovarian tumor, isPTI=false), DiseaseSynonymDTO(name=Androblastoma, isPTI=false), DiseaseSynonymDTO(name=Malignant Sertoli-Leydig cell tumor of the ovary, isPTI=true), DiseaseSynonymDTO(name=Primary malignant Sertoli-Leydig cell tumor of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Ovarian malignant Sertoli-Leydig cell tumour, isPTI=false), DiseaseSynonymDTO(name=Primary malignant Sertoli-Leydig cell tumour of ovary, isPTI=false), DiseaseSynonymDTO(name=Primary malignant Sertoli-Leydig cell tumor of ovary, isPTI=true)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]","[Neoplasm (02664), Abnormality of the genitourinary system (00119)]","[Neoplasms (C04), Endocrine System Diseases (C19), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D010051), DiseaseCodeDTO(vocabulary=HPO, code=HP:0100615), DiseaseCodeDTO(vocabulary=NCI, code=C4984), DiseaseCodeDTO(vocabulary=DO, code=2394), DiseaseCodeDTO(vocabulary=ORDO, code=213500), DiseaseCodeDTO(vocabulary=MONDO, code=0008170), DiseaseCodeDTO(vocabulary=MONDO, code=0021068), DiseaseCodeDTO(vocabulary=EFO, code=0003893), DiseaseCodeDTO(vocabulary=UMLS, code=C0919267)]","Neoplasm, Ovarian",959.7694,"[DiseaseSynonymDTO(name=Neoplasm, Ovarian, isPTI=false), DiseaseSynonymDTO(name=Ovarian Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Ovarian Neoplasms, isPTI=false), DiseaseSynonymDTO(name=ovary neoplasm, isPTI=true), DiseaseSynonymDTO(name=OVARIAN NEOPL, isPTI=false), DiseaseSynonymDTO(name=NEOPL OVARIAN, isPTI=false), DiseaseSynonymDTO(name=OVARY NEOPL, isPTI=false), DiseaseSynonymDTO(name=neoplasm of ovary, isPTI=true), DiseaseSynonymDTO(name=neoplasm of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Neoplasm, Ovary, isPTI=false), DiseaseSynonymDTO(name=Neoplasms, Ovary, isPTI=false), DiseaseSynonymDTO(name=ovarian tumor, isPTI=true), DiseaseSynonymDTO(name=tumor of ovary, isPTI=false), DiseaseSynonymDTO(name=ovarian tumour, isPTI=false), DiseaseSynonymDTO(name=ovarian tumors, isPTI=false), DiseaseSynonymDTO(name=ovarian tumours, isPTI=false), DiseaseSynonymDTO(name=ovary tumors, isPTI=false), DiseaseSynonymDTO(name=ovary neoplasms, isPTI=false), DiseaseSynonymDTO(name=ovary tumor, isPTI=false), DiseaseSynonymDTO(name=ovary tumour, isPTI=false), DiseaseSynonymDTO(name=ovarian neoplasia, isPTI=false), DiseaseSynonymDTO(name=Ovaries--Tumors, isPTI=true), DiseaseSynonymDTO(name=Ovarian neoplasm NOS, isPTI=false), DiseaseSynonymDTO(name=Neoplasms, Ovarian, isPTI=false), DiseaseSynonymDTO(name=Neoplasm of the ovaries, isPTI=false), DiseaseSynonymDTO(name=Neoplasm of the ovary, isPTI=false), DiseaseSynonymDTO(name=ovary cancer, isPTI=false), DiseaseSynonymDTO(name=ovarian cancer, isPTI=false), DiseaseSynonymDTO(name=Tumour of ovary, isPTI=false), DiseaseSynonymDTO(name=Neoplasm of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=ovary; tumor, isPTI=true), DiseaseSynonymDTO(name=Tumor of the Ovary, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Endocrine System Diseases (C19), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C79.6), DiseaseCodeDTO(vocabulary=ICD9CM, code=198.6), DiseaseCodeDTO(vocabulary=NCI, code=C7456), DiseaseCodeDTO(vocabulary=UMLS, code=C3647143)]",Secondary malignant neoplasm of ovary,958.75696,"[DiseaseSynonymDTO(name=Secondary malignant neoplasm of ovary, isPTI=true), DiseaseSynonymDTO(name=metastasis of malignant neoplasm to ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=metastasis of malignant neoplasm to ovary, isPTI=true), DiseaseSynonymDTO(name=Metastases to ovary, isPTI=true), DiseaseSynonymDTO(name=Second malig neo ovary, isPTI=false), DiseaseSynonymDTO(name=metastasis ovaries, isPTI=false), DiseaseSynonymDTO(name=ovary metastasis, isPTI=false), DiseaseSynonymDTO(name=metastasis to ovary, isPTI=false), DiseaseSynonymDTO(name=ovarian metastasis, isPTI=true), DiseaseSynonymDTO(name=secondary malignant neoplasm of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=secondary malignant neoplasm genital organs ovary, isPTI=false), DiseaseSynonymDTO(name=Metastasis to ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Cancer metastatic to ovary, isPTI=false), DiseaseSynonymDTO(name=Metastatic Malignant Neoplasm to the Ovary, isPTI=false), DiseaseSynonymDTO(name=Metastatic Malignant Neoplasm in the Ovary, isPTI=true), DiseaseSynonymDTO(name=Ovarian metastases, isPTI=false), DiseaseSynonymDTO(name=Secondary tumor to ovary, isPTI=false), DiseaseSynonymDTO(name=Secondary tumour to ovary, isPTI=false), DiseaseSynonymDTO(name=Secondary cancer of ovary, isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm of ovary, isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Secondary malignant neoplasm of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to ovary, isPTI=true), DiseaseSynonymDTO(name=Metastasis to ovary [Ambiguous], isPTI=false), DiseaseSynonymDTO(name=Metastatic Malignant Tumor to the Ovary, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C141104), DiseaseCodeDTO(vocabulary=UMLS, code=C4553747)]",Stage IV Adrenal Cortex Carcinoma AJCC v8,955.3956,"[DiseaseSynonymDTO(name=Stage IV Adrenal Cortex Carcinoma AJCC v8, isPTI=false), DiseaseSynonymDTO(name=stage IV adrenal cortex carcinoma, isPTI=false), DiseaseSynonymDTO(name=stage IV adrenocortical carcinoma, isPTI=false), DiseaseSynonymDTO(name=Stage IV Adrenal Cortical Carcinoma AJCC v8, isPTI=true), DiseaseSynonymDTO(name=adrenocortical carcinoma, metastatic, isPTI=false), DiseaseSynonymDTO(name=adrenocortical carcinoma, stage IV, isPTI=false), DiseaseSynonymDTO(name=carcinoma, adrenocortical metastatic, isPTI=false), DiseaseSynonymDTO(name=carcinoma, adrenocortical stage IV, isPTI=false), DiseaseSynonymDTO(name=metastatic adrenocortical carcinoma, isPTI=false), DiseaseSynonymDTO(name=stage IV adrenocortical cancer, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Endocrine System Diseases (C19), Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D018273), DiseaseCodeDTO(vocabulary=ICD9CM, code=157.4), DiseaseCodeDTO(vocabulary=NCI, code=C3770), DiseaseCodeDTO(vocabulary=DO, code=1798), DiseaseCodeDTO(vocabulary=DO, code=1799), DiseaseCodeDTO(vocabulary=MONDO, code=0005893), DiseaseCodeDTO(vocabulary=EFO, code=0007416), DiseaseCodeDTO(vocabulary=EFO, code=0007549), DiseaseCodeDTO(vocabulary=UMLS, code=C1328479)]",Islet cell carcinoma,944.0225,"[DiseaseSynonymDTO(name=Islet cell carcinoma, isPTI=true), DiseaseSynonymDTO(name=Carcinoma, Islet Cell, isPTI=false), DiseaseSynonymDTO(name=Carcinomas, Islet Cell, isPTI=false), DiseaseSynonymDTO(name=Islet Cell Carcinomas, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of islets of Langerhans, isPTI=false), DiseaseSynonymDTO(name=islet cell carcinoma of pancreas, isPTI=true), DiseaseSynonymDTO(name=islet cell carcinoma of pancreas (diagnosis), isPTI=false), DiseaseSynonymDTO(name=islet cell carcinoma (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Mal neo islet langerhans, isPTI=false), DiseaseSynonymDTO(name=High Grade Pancreatic Neuroendocrine Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Poorly Differentiated Pancreatic Endocrine Carcinoma, isPTI=false), DiseaseSynonymDTO(name=High-Grade Pancreatic Neuroendocrine Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Pancreatic Endocrine Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Pancreatic Neuroendocrine Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Pancreatic NEC, isPTI=false), DiseaseSynonymDTO(name=pancreatic neoplasm malignant carcinoma endocrine pancreas, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of endocrine pancreas, isPTI=true), DiseaseSynonymDTO(name=Carcinoma of endocrine pancreas (diagnosis), isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of Islets of Langerhans (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Pancreatic endocrine tumor, malignant, isPTI=true), DiseaseSynonymDTO(name=Pancreatic endocrine tumour, malignant, isPTI=false), DiseaseSynonymDTO(name=Pancreatic islet cell neoplasm malignant NOS, isPTI=false), DiseaseSynonymDTO(name=Malignant pancreatic islet neoplasm, isPTI=false), DiseaseSynonymDTO(name=Pancreatic islet cell carcinoma, isPTI=false), DiseaseSynonymDTO(name=Islet Cell Tumor, Malignant, isPTI=false), DiseaseSynonymDTO(name=Islet cell adenocarcinoma, isPTI=false), DiseaseSynonymDTO(name=Endocrine pancreatic carcinoma, isPTI=false), DiseaseSynonymDTO(name=PanNEC, isPTI=false), DiseaseSynonymDTO(name=Poorly Differentiated Neuroendocrine Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Malignant Islet cell tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Islet cell tumour, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of Islets of Langerhans, isPTI=true), DiseaseSynonymDTO(name=Malignant tumour of Islets of Langerhans, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of endocrine pancreas (disorder), isPTI=false), DiseaseSynonymDTO(name=Islet cell carcinoma (morphologic abnormality), isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of Islets of Langerhans (disorder), isPTI=false), DiseaseSynonymDTO(name=cancer of the endocrine pancreas, isPTI=false), DiseaseSynonymDTO(name=carcinoma of the endocrine pancreas, isPTI=false), DiseaseSynonymDTO(name=endocrine pancreatic cancer, isPTI=false), DiseaseSynonymDTO(name=pancreatic endocrine cancer, isPTI=false), DiseaseSynonymDTO(name=carcinoma; islet cell, pancreas, isPTI=true), DiseaseSynonymDTO(name=carcinoma; islet cell, unspecified site, isPTI=true), DiseaseSynonymDTO(name=islet cell; carcinoma, pancreas, isPTI=true), DiseaseSynonymDTO(name=islet cell; carcinoma, unspecified site, isPTI=true), DiseaseSynonymDTO(name=pancreas; carcinoma, islet cell, isPTI=true), DiseaseSynonymDTO(name=pancreas; islet cell carcinoma, isPTI=true), DiseaseSynonymDTO(name=Malignant neoplasm of Islets of Langerhans, any part of pancreas, isPTI=false)]",disease
[disease of cellular proliferation (14566)],"[Neoplasm (02664), Abnormality of the digestive system (25031)]","[Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=ICD10, code=C45.1), DiseaseCodeDTO(vocabulary=NCI, code=C9350), DiseaseCodeDTO(vocabulary=HPO, code=HP:0100003), DiseaseCodeDTO(vocabulary=DO, code=1788), DiseaseCodeDTO(vocabulary=ORDO, code=168811), DiseaseCodeDTO(vocabulary=MONDO, code=0005512), DiseaseCodeDTO(vocabulary=EFO, code=0005567), DiseaseCodeDTO(vocabulary=EFO, code=1000467), DiseaseCodeDTO(vocabulary=EFO, code=1000468), DiseaseCodeDTO(vocabulary=UMLS, code=C0346109)]",Mesothelioma of peritoneum,936.04755,"[DiseaseSynonymDTO(name=Mesothelioma of peritoneum, isPTI=true), DiseaseSynonymDTO(name=Malignant Peritoneal Mesothelioma, isPTI=false), DiseaseSynonymDTO(name=Peritoneal Malignant Mesothelioma, isPTI=true), DiseaseSynonymDTO(name=malignant mesothelioma of peritoneum, isPTI=true), DiseaseSynonymDTO(name=malignant mesothelioma of peritoneum (diagnosis), isPTI=false), DiseaseSynonymDTO(name=peritoneal mesothelioma, isPTI=false), DiseaseSynonymDTO(name=mesothelioma peritoneum, isPTI=false), DiseaseSynonymDTO(name=Malignant mesothelioma of peritoneum (disorder), isPTI=false), DiseaseSynonymDTO(name=Peritoneal mesothelioma malignant, isPTI=true), DiseaseSynonymDTO(name=Cancer of the peritoneum, mesothelioma, isPTI=false), DiseaseSynonymDTO(name=Diffuse malignant peritoneal mesothelioma, isPTI=false), DiseaseSynonymDTO(name=Primary malignant peritoneal mesothelioma, isPTI=false), DiseaseSynonymDTO(name=mesothelioma; peritoneum, isPTI=true), DiseaseSynonymDTO(name=peritoneum; mesothelioma, isPTI=true), DiseaseSynonymDTO(name=Malignant Mesothelioma of the Peritoneum, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C8953), DiseaseCodeDTO(vocabulary=UMLS, code=C0855002)]",Lung carcinoma cell type unspecified recurrent,927.7834,"[DiseaseSynonymDTO(name=Lung carcinoma cell type unspecified recurrent, isPTI=true), DiseaseSynonymDTO(name=Recurrent Unspecified Lung Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Recurrent Lung Cancer, isPTI=false), DiseaseSynonymDTO(name=Recurrent Lung Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Pulmonary carcinoma recurrent, isPTI=false), DiseaseSynonymDTO(name=Lung carcinoma recurrent, isPTI=false), DiseaseSynonymDTO(name=Pulmonary carcinoma cell type unspecified recurrent, isPTI=false), DiseaseSynonymDTO(name=Recurrent Unspecified Carcinoma of Lung, isPTI=false), DiseaseSynonymDTO(name=Recurrent Unspecified Carcinoma of the Lung, isPTI=false), DiseaseSynonymDTO(name=Relapsed Unspecified Carcinoma of Lung, isPTI=false), DiseaseSynonymDTO(name=Relapsed Unspecified Carcinoma of the Lung, isPTI=false), DiseaseSynonymDTO(name=Relapsed Unspecified Lung Carcinoma, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]","[Neoplasm (02664), Abnormality of the digestive system (25031)]",[Neoplasms (C04)],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D018281), DiseaseCodeDTO(vocabulary=NCI, code=C4436), DiseaseCodeDTO(vocabulary=HPO, code=HP:0030153), DiseaseCodeDTO(vocabulary=DO, code=4896), DiseaseCodeDTO(vocabulary=DO, code=4897), DiseaseCodeDTO(vocabulary=DO, code=4928), DiseaseCodeDTO(vocabulary=DO, code=4947), DiseaseCodeDTO(vocabulary=ORDO, code=70567), DiseaseCodeDTO(vocabulary=MONDO, code=0019087), DiseaseCodeDTO(vocabulary=MONDO, code=0018531), DiseaseCodeDTO(vocabulary=EFO, code=0005221), DiseaseCodeDTO(vocabulary=UMLS, code=C0206698)]",Cholangiocarcinoma,925.7611,"[DiseaseSynonymDTO(name=Cholangiocarcinoma, isPTI=true), DiseaseSynonymDTO(name=Cholangiocarcinomas, isPTI=false), DiseaseSynonymDTO(name=cholangiocellular carcinoma, isPTI=false), DiseaseSynonymDTO(name=CC, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of biliary tract cholangiocarcinoma, isPTI=false), DiseaseSynonymDTO(name=Cholangiocarcinoma of biliary tract, isPTI=true), DiseaseSynonymDTO(name=Cholangiocarcinoma of biliary tract (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Carcinoma, Cholangiocellular, isPTI=false), DiseaseSynonymDTO(name=Carcinomas, Cholangiocellular, isPTI=false), DiseaseSynonymDTO(name=Cholangiocellular Carcinomas, isPTI=false), DiseaseSynonymDTO(name=Cholangiocarcinoma NOS, isPTI=false), DiseaseSynonymDTO(name=Cholangiosarcoma, isPTI=true), DiseaseSynonymDTO(name=Bile duct cancer, isPTI=false), DiseaseSynonymDTO(name=Biliary cholangiocarcinoma, isPTI=false), DiseaseSynonymDTO(name=Cholangiocarcinoma (morphologic abnormality), isPTI=false), DiseaseSynonymDTO(name=Cholangiocarcinoma of biliary tract (disorder), isPTI=false), DiseaseSynonymDTO(name=CCA, isPTI=false), DiseaseSynonymDTO(name=cholangiocarcinoma; unspecified site, isPTI=true)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C7355), DiseaseCodeDTO(vocabulary=DO, code=5974), DiseaseCodeDTO(vocabulary=MONDO, code=0005221), DiseaseCodeDTO(vocabulary=EFO, code=0003017), DiseaseCodeDTO(vocabulary=UMLS, code=C4087468)]",transitional cell carcinoma of renal pelvis,910.855,"[DiseaseSynonymDTO(name=transitional cell carcinoma of renal pelvis, isPTI=true), DiseaseSynonymDTO(name=transitional cell carcinoma of renal pelvis (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Urothelial cancer of renal pelvis, isPTI=false), DiseaseSynonymDTO(name=Renal Pelvis Transitional Cell Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Transitional Cell Carcinoma of the Renal Pelvis, isPTI=false), DiseaseSynonymDTO(name=Urothelial Cell Carcinoma of Renal Pelvis, isPTI=false), DiseaseSynonymDTO(name=Urothelial Cell Carcinoma of the Renal Pelvis, isPTI=false), DiseaseSynonymDTO(name=Renal Pelvis Urothelial Carcinoma, isPTI=true)]",disease
[],[],"[Hemic and Lymphatic Diseases (C15), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0346977)]",metastasis spleen,910.21826,"[DiseaseSynonymDTO(name=metastasis spleen, isPTI=false), DiseaseSynonymDTO(name=spleen metastases, isPTI=false), DiseaseSynonymDTO(name=spleen metastasis, isPTI=false), DiseaseSynonymDTO(name=secondary malignant neoplasm of spleen, isPTI=true), DiseaseSynonymDTO(name=Metastases to spleen, isPTI=true), DiseaseSynonymDTO(name=splenic neoplasm malignant secondary, isPTI=false), DiseaseSynonymDTO(name=Secondary malignant neoplasm of spleen (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Cancer metastatic to spleen, isPTI=false), DiseaseSynonymDTO(name=Metastasis to spleen, isPTI=false), DiseaseSynonymDTO(name=Secondary malignant deposit to spleen, isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to spleen (disorder), isPTI=false), DiseaseSynonymDTO(name=Metastatic malignant neoplasm to spleen, isPTI=true), DiseaseSynonymDTO(name=Metastatic malignant neoplasm of spleen, isPTI=false), DiseaseSynonymDTO(name=Secondary malignant neoplasm of spleen (disorder), isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C118829), DiseaseCodeDTO(vocabulary=ORDO, code=319487), DiseaseCodeDTO(vocabulary=ORDO, code=319494), DiseaseCodeDTO(vocabulary=MONDO, code=0017895), DiseaseCodeDTO(vocabulary=MONDO, code=0017896), DiseaseCodeDTO(vocabulary=UMLS, code=C5191836)]",FNMTC,910.0021,"[DiseaseSynonymDTO(name=FNMTC, isPTI=false), DiseaseSynonymDTO(name=Familial Non-medullary Thyroid Gland Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Non-Syndromic Familial Thyroid Cancer, isPTI=false), DiseaseSynonymDTO(name=FNMTC - familial nonmedullary thyroid carcinoma, isPTI=false), DiseaseSynonymDTO(name=Familial pure nonmedullary thyroid carcinoma, isPTI=false), DiseaseSynonymDTO(name=Familial nonmedullary thyroid carcinoma, isPTI=true), DiseaseSynonymDTO(name=Familial papillary or follicular thyroid carcinoma, isPTI=true), DiseaseSynonymDTO(name=NSFNMTC, isPTI=false), DiseaseSynonymDTO(name=Familial Nonmedullary Thyroid Gland Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Hereditary Nonmedullary Thyroid Gland Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Familial nonmedullary thyroid carcinoma (disorder), isPTI=false), DiseaseSynonymDTO(name=Familial nonmedullary primary thyroid carcinoma, isPTI=true), DiseaseSynonymDTO(name=Familial non medullary thyroid carcinoma, isPTI=false), DiseaseSynonymDTO(name=Familial nonmedullary primary thyroid carcinoma (disorder), isPTI=false)]",disease
[],[],"[Endocrine System Diseases (C19), Urogenital Diseases (C12), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C4509), DiseaseCodeDTO(vocabulary=MONDO, code=0006477), DiseaseCodeDTO(vocabulary=EFO, code=1000605), DiseaseCodeDTO(vocabulary=UMLS, code=C0346167)]",undifferentiated carcinoma of ovary,909.4275,"[DiseaseSynonymDTO(name=undifferentiated carcinoma of ovary, isPTI=true), DiseaseSynonymDTO(name=anaplastic carcinoma of ovary, isPTI=true), DiseaseSynonymDTO(name=anaplastic carcinoma of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=undifferentiated carcinoma of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Undifferentiated ovarian cancer, isPTI=false), DiseaseSynonymDTO(name=Ovarian Undifferentiated Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Undifferentiated Ovarian Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Undifferentiated carcinoma of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Anaplastic Carcinoma of the Ovary, isPTI=false), DiseaseSynonymDTO(name=Anaplastic Ovarian Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Undifferentiated Carcinoma of the Ovary, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C3860), DiseaseCodeDTO(vocabulary=DO, code=4606), DiseaseCodeDTO(vocabulary=DO, code=4682), DiseaseCodeDTO(vocabulary=MONDO, code=0003090), DiseaseCodeDTO(vocabulary=UMLS, code=C0238019)]",carcinoma of extrahepatic bile duct,893.44507,"[DiseaseSynonymDTO(name=carcinoma of extrahepatic bile duct, isPTI=true), DiseaseSynonymDTO(name=carcinoma of extrahepatic bile duct (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Ca extrahepatic bile ducts (disorder), isPTI=false), DiseaseSynonymDTO(name=Extrahepatic bile duct carcinoma, isPTI=false), DiseaseSynonymDTO(name=Ca extrahepatic bile ducts, isPTI=false), DiseaseSynonymDTO(name=Extrahepatic bile duct carcinoma (disorder), isPTI=false), DiseaseSynonymDTO(name=Carcinoma of extrahepatic bile duct (disorder), isPTI=false), DiseaseSynonymDTO(name=Extrahepatic Bile Duct Cancer, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of the Extrahepatic Bile Duct, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]","[Neoplasm (02664), Abnormality of the genitourinary system (00119)]","[Endocrine System Diseases (C19), Urogenital Diseases (C12), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=OMIM, code=166950), DiseaseCodeDTO(vocabulary=HPO, code=HP:0012226), DiseaseCodeDTO(vocabulary=NCI, code=C8110), DiseaseCodeDTO(vocabulary=DO, code=5117), DiseaseCodeDTO(vocabulary=DO, code=5567), DiseaseCodeDTO(vocabulary=MONDO, code=0005602), DiseaseCodeDTO(vocabulary=MONDO, code=0008167), DiseaseCodeDTO(vocabulary=EFO, code=0006463), DiseaseCodeDTO(vocabulary=UMLS, code=C0280131)]",Ovarian Teratoma,877.9173,"[DiseaseSynonymDTO(name=Ovarian Teratoma, isPTI=false), DiseaseSynonymDTO(name=TERATOMA, OVARIAN, isPTI=true), DiseaseSynonymDTO(name=teratoma ovary, isPTI=false), DiseaseSynonymDTO(name=ovaries teratomas, isPTI=false), DiseaseSynonymDTO(name=ovary teratoma, isPTI=false), DiseaseSynonymDTO(name=teratoma ovarian, isPTI=false), DiseaseSynonymDTO(name=ovary teratomas, isPTI=false), DiseaseSynonymDTO(name=teratoma ovarian cancer, isPTI=false), DiseaseSynonymDTO(name=ovarian teratomas, isPTI=false), DiseaseSynonymDTO(name=Ovarian germ cell teratoma, isPTI=true), DiseaseSynonymDTO(name=Teratoma of ovary, isPTI=true), DiseaseSynonymDTO(name=Teratoma of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Germ Cell Teratoma of Ovary, isPTI=false), DiseaseSynonymDTO(name=Teratoma of the Ovary, isPTI=false), DiseaseSynonymDTO(name=Germ Cell Teratoma of the Ovary, isPTI=false), DiseaseSynonymDTO(name=teratoma of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=ovary; teratoma, isPTI=true), DiseaseSynonymDTO(name=teratoma; ovary, isPTI=true)]",disease
